parent,leaked,model,state
dn_6.31,no,Kimi K2.6 (reasoning),fragile
dn_8.4,no,Kimi K2.6 (reasoning),both
jacobson_2.1,no,Kimi K2.6 (reasoning),both
jacobson_2.13,no,Kimi K2.6 (reasoning),both
jacobson_2.6,no,Kimi K2.6 (reasoning),both
jacobson_3.5,no,Kimi K2.6 (reasoning),both
jacobson_4.1,no,Kimi K2.6 (reasoning),both
jacobson_4.5,no,Kimi K2.6 (reasoning),both
jacobson_3.6(a),no,Kimi K2.6 (reasoning),both
jacobson_2.16,no,Kimi K2.6 (reasoning),both
jacobson_2.7,no,Kimi K2.6 (reasoning),both
jacobson_3.6(c),no,Kimi K2.6 (reasoning),both
jacobson_2.17,no,Kimi K2.6 (reasoning),both
jacobson_4.8,no,Kimi K2.6 (reasoning),both
jacobson_2.5,no,Kimi K2.6 (reasoning),both
jacobson_18.6,no,Kimi K2.6 (reasoning),both
jacobson_13.2,no,Kimi K2.6 (reasoning),both
jacobson_38,no,Kimi K2.6 (reasoning),both
jacobson_18.1,no,Kimi K2.6 (reasoning),both
jacobson_18.8(a),no,Kimi K2.6 (reasoning),both
jacobson_2.19,no,Kimi K2.6 (reasoning),both
air_102,no,Kimi K2.6 (reasoning),both
air_107,no,Kimi K2.6 (reasoning),both
air_0,no,Kimi K2.6 (reasoning),both
1.2,no,Kimi K2.6 (reasoning),both
air_110,no,Kimi K2.6 (reasoning),both
air_111,no,Kimi K2.6 (reasoning),both
air_120,no,Kimi K2.6 (reasoning),both
1.1,no,Kimi K2.6 (reasoning),both
air_125,no,Kimi K2.6 (reasoning),both
air_132,no,Kimi K2.6 (reasoning),both
10.3,no,Kimi K2.6 (reasoning),both
air_133,no,Kimi K2.6 (reasoning),both
air_147,no,Kimi K2.6 (reasoning),both
air_170,no,Kimi K2.6 (reasoning),both
air_177,no,Kimi K2.6 (reasoning),both
air_183,no,Kimi K2.6 (reasoning),both
air_187,no,Kimi K2.6 (reasoning),both
air_197,no,Kimi K2.6 (reasoning),both
air_215,no,Kimi K2.6 (reasoning),both
air_224,no,Kimi K2.6 (reasoning),both
air_227,no,Kimi K2.6 (reasoning),both
air_259,no,Kimi K2.6 (reasoning),both
air_255,no,Kimi K2.6 (reasoning),both
air_220,no,Kimi K2.6 (reasoning),both
air_261,no,Kimi K2.6 (reasoning),both
air_290,no,Kimi K2.6 (reasoning),both
air_299,yes,Kimi K2.6 (reasoning),both
air_263,no,Kimi K2.6 (reasoning),both
air_3,no,Kimi K2.6 (reasoning),both
air_308,no,Kimi K2.6 (reasoning),both
air_310,no,Kimi K2.6 (reasoning),both
air_264,no,Kimi K2.6 (reasoning),both
air_304,yes,Kimi K2.6 (reasoning),both
air_330,no,Kimi K2.6 (reasoning),both
air_339,no,Kimi K2.6 (reasoning),both
air_338,no,Kimi K2.6 (reasoning),both
air_347,no,Kimi K2.6 (reasoning),both
air_349,no,Kimi K2.6 (reasoning),both
air_345,no,Kimi K2.6 (reasoning),both
air_362,no,Kimi K2.6 (reasoning),both
air_379,no,Kimi K2.6 (reasoning),both
air_380,yes,Kimi K2.6 (reasoning),both
air_385,yes,Kimi K2.6 (reasoning),both
air_395,no,Kimi K2.6 (reasoning),both
air_59,no,Kimi K2.6 (reasoning),both
air_360,no,Kimi K2.6 (reasoning),fragile
air_64,no,Kimi K2.6 (reasoning),both
air_68,no,Kimi K2.6 (reasoning),both
air_99,no,Kimi K2.6 (reasoning),both
dn_10.28,no,Kimi K2.6 (reasoning),both
air_90,no,Kimi K2.6 (reasoning),both
holton_40,no,Kimi K2.6 (reasoning),both
air_392,no,Kimi K2.6 (reasoning),both
holton_36,no,Kimi K2.6 (reasoning),both
holton_76,no,Kimi K2.6 (reasoning),both
holton_7,no,Kimi K2.6 (reasoning),both
jacob_13.2,no,Kimi K2.6 (reasoning),both
holton_56,no,Kimi K2.6 (reasoning),both
p_101,yes,Kimi K2.6 (reasoning),both
ca_10.7,no,Kimi K2.6 (reasoning),both
p_103,no,Kimi K2.6 (reasoning),both
p_106,no,Kimi K2.6 (reasoning),both
p_113,no,Kimi K2.6 (reasoning),both
p_110,no,Kimi K2.6 (reasoning),both
p_114,no,Kimi K2.6 (reasoning),both
p_115,no,Kimi K2.6 (reasoning),both
p_22,no,Kimi K2.6 (reasoning),both
p_12,no,Kimi K2.6 (reasoning),both
p_20,no,Kimi K2.6 (reasoning),both
p_25,no,Kimi K2.6 (reasoning),both
p_26,no,Kimi K2.6 (reasoning),both
p_3,no,Kimi K2.6 (reasoning),both
p_21,no,Kimi K2.6 (reasoning),both
p_41,no,Kimi K2.6 (reasoning),both
p_37,no,Kimi K2.6 (reasoning),both
jacob_4.7,no,Kimi K2.6 (reasoning),both
p_4,no,Kimi K2.6 (reasoning),both
p_57,no,Kimi K2.6 (reasoning),both
p_55,no,Kimi K2.6 (reasoning),both
p_5,no,Kimi K2.6 (reasoning),both
p_56,no,Kimi K2.6 (reasoning),both
p_7,no,Kimi K2.6 (reasoning),both
p_96,no,Kimi K2.6 (reasoning),both
p_70,no,Kimi K2.6 (reasoning),both
p_6,no,Kimi K2.6 (reasoning),both
turner_1,no,Kimi K2.6 (reasoning),both
snp_9,no,Kimi K2.6 (reasoning),both
turner_2,no,Kimi K2.6 (reasoning),both
p_73,no,Kimi K2.6 (reasoning),both
p_102,no,Kimi K2.6 (reasoning),both
air_89,yes,Kimi K2.6 (reasoning),both
2.14,no,Kimi K2.6 (reasoning),both
holton_2,no,Kimi K2.6 (reasoning),both
holton_53,no,Kimi K2.6 (reasoning),both
air_148,no,Kimi K2.6 (reasoning),both
air_137,no,Kimi K2.6 (reasoning),both
air_143,no,Kimi K2.6 (reasoning),both
air_165,no,Kimi K2.6 (reasoning),both
air_229,no,Kimi K2.6 (reasoning),both
air_206,no,Kimi K2.6 (reasoning),both
air_231,yes,Kimi K2.6 (reasoning),both
air_306,no,Kimi K2.6 (reasoning),both
air_105,no,Kimi K2.6 (reasoning),both
air_322,no,Kimi K2.6 (reasoning),both
air_351,no,Kimi K2.6 (reasoning),both
air_334,no,Kimi K2.6 (reasoning),both
air_342,no,Kimi K2.6 (reasoning),both
air_408,no,Kimi K2.6 (reasoning),both
dn_13.4,no,Kimi K2.6 (reasoning),both
dn_15.18,no,Kimi K2.6 (reasoning),both
air_361,no,Kimi K2.6 (reasoning),fragile
air_269,no,Kimi K2.6 (reasoning),both
fp_11.2,no,Kimi K2.6 (reasoning),fragile
holton_10,no,Kimi K2.6 (reasoning),both
holton_13,no,Kimi K2.6 (reasoning),both
jacob_4.8,yes,Kimi K2.6 (reasoning),both
jacobson_2.14,no,Kimi K2.6 (reasoning),both
p_124,no,Kimi K2.6 (reasoning),both
p_93,no,Kimi K2.6 (reasoning),both
jacobson_4.6,no,Kimi K2.6 (reasoning),both
jacobson_5.2,no,Kimi K2.6 (reasoning),both
air_108,no,Kimi K2.6 (reasoning),both
air_126,no,Kimi K2.6 (reasoning),both
air_238,no,Kimi K2.6 (reasoning),both
snp_64,no,Kimi K2.6 (reasoning),both
dn_14.10,no,Kimi K2.6 (reasoning),both
jacobson_14.1,no,Kimi K2.6 (reasoning),neither
11.1,no,Kimi K2.6,both
4.3,no,Kimi K2.6,both
6.1.4,no,Kimi K2.6,both
7.4,no,Kimi K2.6,both
air_63,no,Kimi K2.6,both
air_71,no,Kimi K2.6,both
air_72,no,Kimi K2.6,both
air_88,no,Kimi K2.6,both
air_91,no,Kimi K2.6,both
air_92,no,Kimi K2.6,both
air_98,no,Kimi K2.6,both
air_103,no,Kimi K2.6,both
air_106,no,Kimi K2.6,both
air_104,no,Kimi K2.6,both
air_123,no,Kimi K2.6,both
air_119,no,Kimi K2.6,both
air_122,no,Kimi K2.6,both
air_124,no,Kimi K2.6,both
air_130,no,Kimi K2.6,both
air_138,no,Kimi K2.6,both
air_139,no,Kimi K2.6,both
air_145,no,Kimi K2.6,both
air_146,no,Kimi K2.6,both
air_149,no,Kimi K2.6,both
air_154,no,Kimi K2.6,neither
air_159,no,Kimi K2.6,both
air_167,no,Kimi K2.6,both
air_168,no,Kimi K2.6,both
air_172,no,Kimi K2.6,both
air_173,no,Kimi K2.6,both
air_178,no,Kimi K2.6,both
air_182,no,Kimi K2.6,both
air_198,no,Kimi K2.6,both
air_201,no,Kimi K2.6,neither
air_203,no,Kimi K2.6,both
air_205,no,Kimi K2.6,both
air_212,no,Kimi K2.6,both
air_213,no,Kimi K2.6,both
air_214,no,Kimi K2.6,both
air_228,no,Kimi K2.6,both
air_235,no,Kimi K2.6,both
air_236,no,Kimi K2.6,both
air_239,no,Kimi K2.6,both
air_246,no,Kimi K2.6,both
air_248,no,Kimi K2.6,neither
air_243,no,Kimi K2.6,both
air_251,no,Kimi K2.6,both
air_250,no,Kimi K2.6,both
air_252,no,Kimi K2.6,both
air_256,no,Kimi K2.6,both
air_273,no,Kimi K2.6,both
air_282,no,Kimi K2.6,both
air_284,no,Kimi K2.6,both
air_285,no,Kimi K2.6,both
air_289,no,Kimi K2.6,both
air_292,no,Kimi K2.6,gained
air_296,no,Kimi K2.6,both
air_300,no,Kimi K2.6,both
air_301,no,Kimi K2.6,both
air_305,no,Kimi K2.6,both
air_315,no,Kimi K2.6,both
air_314,no,Kimi K2.6,both
air_318,no,Kimi K2.6,both
air_320,no,Kimi K2.6,both
air_321,no,Kimi K2.6,gained
air_323,no,Kimi K2.6,both
air_326,no,Kimi K2.6,both
air_328,no,Kimi K2.6,both
air_335,no,Kimi K2.6,both
air_346,no,Kimi K2.6,neither
air_355,no,Kimi K2.6,both
air_368,no,Kimi K2.6,both
air_371,no,Kimi K2.6,both
air_363,no,Kimi K2.6,both
air_369,no,Kimi K2.6,neither
air_382,no,Kimi K2.6,both
air_405,no,Kimi K2.6,both
p_0,no,Kimi K2.6,both
p_10,no,Kimi K2.6,both
p_11,no,Kimi K2.6,both
2.4,no,Kimi K2.6,both
2.3,no,Kimi K2.6,both
2.7,no,Kimi K2.6,both
2.13,no,Kimi K2.6,both
2.15,no,Kimi K2.6,both
5.2,no,Kimi K2.6,both
5.7,no,Kimi K2.6,both
6.1,no,Kimi K2.6,both
6.2,no,Kimi K2.6,both
p_2,no,Kimi K2.6,both
7.1,no,Kimi K2.6,both
5.10,no,Kimi K2.6,both
p_16,no,Kimi K2.6,both
p_23,no,Kimi K2.6,both
p_35,no,Kimi K2.6,both
p_38,no,Kimi K2.6,both
p_40,no,Kimi K2.6,both
p_51,no,Kimi K2.6,both
p_52,no,Kimi K2.6,both
p_54,no,Kimi K2.6,both
p_61,no,Kimi K2.6,both
p_63,no,Kimi K2.6,both
p_71,no,Kimi K2.6,both
p_72,no,Kimi K2.6,both
p_83,no,Kimi K2.6,both
p_84,no,Kimi K2.6,gained
p_85,no,Kimi K2.6,both
p_95,no,Kimi K2.6,both
p_99,no,Kimi K2.6,both
p_104,no,Kimi K2.6,both
p_107,no,Kimi K2.6,both
p_109,no,Kimi K2.6,both
p_108,no,Kimi K2.6,both
p_111,no,Kimi K2.6,both
p_112,no,Kimi K2.6,both
p_123,no,Kimi K2.6,both
p_127,no,Kimi K2.6,both
3.2,no,Kimi K2.6,both
6.9,yes,Kimi K2.6,neither
air_174,no,Kimi K2.6,both
turner_3,no,Kimi K2.6,both
turner_23,no,Kimi K2.6,gained
snp_6,no,Kimi K2.6,both
holton_44,no,Kimi K2.6,both
snp_37,no,Kimi K2.6,both
snp_12,no,Kimi K2.6,both
holton_22,no,Kimi K2.6,gained
holton_52,no,Kimi K2.6,both
holton_8,no,Kimi K2.6,both
holton_28,no,Kimi K2.6,both
holton_50,no,Kimi K2.6,both
snp_45,yes,Kimi K2.6,fragile
snp_19,no,Kimi K2.6,both
holton_58,no,Kimi K2.6,both
snp_50,yes,Kimi K2.6,both
holton_34,no,Kimi K2.6,both
snp_7,no,Kimi K2.6,both
holton_5,no,Kimi K2.6,gained
snp_67,no,Kimi K2.6,both
snp_4,no,Kimi K2.6,both
jacob_2.1,no,Kimi K2.6,fragile
holton_38,no,Kimi K2.6,both
snp_15,no,Kimi K2.6,both
holton_27,no,Kimi K2.6,both
holton_60,no,Kimi K2.6,both
holton_62,no,Kimi K2.6,neither
holton_16,no,Kimi K2.6,both
snp_72,no,Kimi K2.6,both
snp_56,no,Kimi K2.6,both
holton_30,no,Kimi K2.6,both
snp_5,no,Kimi K2.6,both
snp_99,no,Kimi K2.6,both
snp_85,no,Kimi K2.6,fragile
snp_43,no,Kimi K2.6,both
snp_68,no,Kimi K2.6,both
holton_1,no,Kimi K2.6,both
snp_49,no,Kimi K2.6,both
snp_8,no,Kimi K2.6,both
holton_11,no,Kimi K2.6,both
holton_19,no,Kimi K2.6,both
holton_33,yes,Kimi K2.6,both
holton_51,no,Kimi K2.6,both
jacob_13.4,no,Kimi K2.6,both
snp_22,no,Kimi K2.6,both
4.4,no,Kimi K2.6,both
2.2,no,Kimi K2.6,both
4.8,no,Kimi K2.6,both
3.11,no,Kimi K2.6,both
5.11,no,Kimi K2.6,gained
4.9,no,Kimi K2.6,both
8.7,no,Kimi K2.6,both
3.8,no,Kimi K2.6,both
5.9,no,Kimi K2.6,both
air_116,no,Kimi K2.6,both
air_234,no,Kimi K2.6,both
jacob_12.1,no,Kimi K2.6,both
snp_94,no,Kimi K2.6,both
snp_30,no,Kimi K2.6,both
ry_1.3,no,Kimi K2.6,both
ry_1.6,no,Kimi K2.6,both
ry_3.5,no,Kimi K2.6,both
ry_12.5,no,Kimi K2.6,both
ry_13.7,no,Kimi K2.6,both
dn_12.1,no,Kimi K2.6,both
dn_6.27,no,Kimi K2.6,both
dn_9.27,no,Kimi K2.6,both
dn_4.15,no,Kimi K2.6,both
dn_10.44,no,Kimi K2.6,both
fp_2.4,no,Kimi K2.6,both
fp_2.1,no,Kimi K2.6,both
fp_12.2,no,Kimi K2.6,both
fp_12.1,no,Kimi K2.6,both
fp_2.5,no,Kimi K2.6,both
ca_3.9,no,Kimi K2.6,both
ca_10.5,no,Kimi K2.6,both
ca_15.7,no,Kimi K2.6,both
air_121,no,Kimi K2.6,both
air_226,no,Kimi K2.6,both
dn_6.31,no,Kimi K2.6,both
dn_8.4,no,Kimi K2.6,both
jacobson_2.1,no,Kimi K2.6,both
jacobson_2.13,no,Kimi K2.6,both
jacobson_2.6,no,Kimi K2.6,both
jacobson_3.5,no,Kimi K2.6,both
jacobson_4.1,no,Kimi K2.6,both
jacobson_4.5,no,Kimi K2.6,both
jacobson_3.6(a),no,Kimi K2.6,both
jacobson_2.16,no,Kimi K2.6,both
jacobson_2.7,no,Kimi K2.6,both
jacobson_3.6(c),no,Kimi K2.6,both
jacobson_2.17,no,Kimi K2.6,both
jacobson_4.8,no,Kimi K2.6,both
jacobson_2.5,no,Kimi K2.6,both
jacobson_18.6,no,Kimi K2.6,both
jacobson_13.2,no,Kimi K2.6,both
jacobson_38,no,Kimi K2.6,both
jacobson_18.1,no,Kimi K2.6,both
jacobson_18.8(a),no,Kimi K2.6,both
jacobson_2.19,no,Kimi K2.6,both
air_102,no,Kimi K2.6,both
air_107,no,Kimi K2.6,both
air_0,no,Kimi K2.6,both
1.2,no,Kimi K2.6,both
air_110,no,Kimi K2.6,both
air_111,no,Kimi K2.6,both
air_120,no,Kimi K2.6,both
1.1,no,Kimi K2.6,gained
air_125,no,Kimi K2.6,both
air_132,no,Kimi K2.6,both
10.3,no,Kimi K2.6,both
air_133,no,Kimi K2.6,both
air_147,no,Kimi K2.6,both
air_170,no,Kimi K2.6,both
air_177,no,Kimi K2.6,both
air_183,no,Kimi K2.6,both
air_187,no,Kimi K2.6,both
air_197,no,Kimi K2.6,both
air_215,no,Kimi K2.6,both
air_224,no,Kimi K2.6,both
air_227,no,Kimi K2.6,both
air_259,no,Kimi K2.6,both
air_255,no,Kimi K2.6,both
air_220,no,Kimi K2.6,both
air_261,no,Kimi K2.6,both
air_290,no,Kimi K2.6,both
air_299,yes,Kimi K2.6,both
air_263,no,Kimi K2.6,both
air_3,no,Kimi K2.6,both
air_308,no,Kimi K2.6,both
air_310,no,Kimi K2.6,both
air_264,no,Kimi K2.6,both
air_304,yes,Kimi K2.6,both
air_330,no,Kimi K2.6,both
air_339,no,Kimi K2.6,both
air_338,no,Kimi K2.6,both
air_347,no,Kimi K2.6,both
air_349,no,Kimi K2.6,both
air_345,no,Kimi K2.6,both
air_362,no,Kimi K2.6,both
air_379,no,Kimi K2.6,both
air_380,yes,Kimi K2.6,both
air_385,yes,Kimi K2.6,both
air_395,no,Kimi K2.6,both
air_59,no,Kimi K2.6,both
air_360,no,Kimi K2.6,both
air_64,no,Kimi K2.6,both
air_68,no,Kimi K2.6,both
air_99,no,Kimi K2.6,both
dn_10.28,no,Kimi K2.6,both
air_90,no,Kimi K2.6,both
holton_40,no,Kimi K2.6,both
air_392,no,Kimi K2.6,both
holton_36,no,Kimi K2.6,both
holton_76,no,Kimi K2.6,both
holton_7,no,Kimi K2.6,both
jacob_13.2,no,Kimi K2.6,both
holton_56,no,Kimi K2.6,both
p_101,yes,Kimi K2.6,both
ca_10.7,no,Kimi K2.6,both
p_103,no,Kimi K2.6,both
p_106,no,Kimi K2.6,both
p_113,no,Kimi K2.6,both
p_110,no,Kimi K2.6,both
p_114,no,Kimi K2.6,both
p_115,no,Kimi K2.6,both
p_22,no,Kimi K2.6,both
p_12,no,Kimi K2.6,both
p_20,no,Kimi K2.6,both
p_25,no,Kimi K2.6,both
p_26,no,Kimi K2.6,both
p_3,no,Kimi K2.6,both
p_21,no,Kimi K2.6,both
p_41,no,Kimi K2.6,both
p_37,no,Kimi K2.6,both
jacob_4.7,no,Kimi K2.6,both
p_4,no,Kimi K2.6,both
p_57,no,Kimi K2.6,both
p_55,no,Kimi K2.6,both
p_5,no,Kimi K2.6,gained
p_56,no,Kimi K2.6,both
p_7,no,Kimi K2.6,both
p_96,no,Kimi K2.6,both
p_70,no,Kimi K2.6,both
p_6,no,Kimi K2.6,both
turner_1,no,Kimi K2.6,both
snp_9,no,Kimi K2.6,both
turner_2,no,Kimi K2.6,both
p_73,no,Kimi K2.6,both
p_102,no,Kimi K2.6,both
air_89,yes,Kimi K2.6,both
2.14,no,Kimi K2.6,both
holton_2,no,Kimi K2.6,both
holton_53,no,Kimi K2.6,both
air_148,no,Kimi K2.6,both
air_137,no,Kimi K2.6,both
air_143,no,Kimi K2.6,both
air_165,no,Kimi K2.6,both
air_229,no,Kimi K2.6,both
air_206,no,Kimi K2.6,both
air_231,yes,Kimi K2.6,both
air_306,no,Kimi K2.6,both
air_105,no,Kimi K2.6,both
air_322,no,Kimi K2.6,both
air_351,no,Kimi K2.6,both
air_334,no,Kimi K2.6,both
air_342,no,Kimi K2.6,both
air_408,no,Kimi K2.6,both
dn_13.4,no,Kimi K2.6,both
dn_15.18,no,Kimi K2.6,both
air_361,no,Kimi K2.6,both
air_269,no,Kimi K2.6,both
fp_11.2,no,Kimi K2.6,both
holton_10,no,Kimi K2.6,both
holton_13,no,Kimi K2.6,both
jacob_4.8,yes,Kimi K2.6,both
jacobson_2.14,no,Kimi K2.6,both
p_124,no,Kimi K2.6,both
p_93,no,Kimi K2.6,both
jacobson_4.6,no,Kimi K2.6,both
jacobson_5.2,no,Kimi K2.6,both
air_108,no,Kimi K2.6,both
air_126,no,Kimi K2.6,both
air_238,no,Kimi K2.6,both
snp_64,no,Kimi K2.6,both
dn_14.10,no,Kimi K2.6,both
jacobson_14.1,no,Kimi K2.6,fragile
11.1,no,Qwen-2.5-72B,neither
4.3,no,Qwen-2.5-72B,neither
6.1.4,no,Qwen-2.5-72B,fragile
7.4,no,Qwen-2.5-72B,neither
air_63,no,Qwen-2.5-72B,gained
air_71,no,Qwen-2.5-72B,both
air_72,no,Qwen-2.5-72B,both
air_88,no,Qwen-2.5-72B,both
air_91,no,Qwen-2.5-72B,both
air_92,no,Qwen-2.5-72B,both
air_98,no,Qwen-2.5-72B,both
air_103,no,Qwen-2.5-72B,gained
air_106,no,Qwen-2.5-72B,gained
air_104,no,Qwen-2.5-72B,neither
air_123,no,Qwen-2.5-72B,both
air_119,no,Qwen-2.5-72B,both
air_122,no,Qwen-2.5-72B,both
air_124,no,Qwen-2.5-72B,gained
air_130,no,Qwen-2.5-72B,both
air_138,no,Qwen-2.5-72B,neither
air_139,no,Qwen-2.5-72B,neither
air_145,no,Qwen-2.5-72B,neither
air_146,no,Qwen-2.5-72B,both
air_149,no,Qwen-2.5-72B,neither
air_154,no,Qwen-2.5-72B,neither
air_159,no,Qwen-2.5-72B,gained
air_167,no,Qwen-2.5-72B,both
air_168,no,Qwen-2.5-72B,both
air_172,no,Qwen-2.5-72B,gained
air_173,no,Qwen-2.5-72B,both
air_178,no,Qwen-2.5-72B,neither
air_182,no,Qwen-2.5-72B,neither
air_198,no,Qwen-2.5-72B,both
air_201,no,Qwen-2.5-72B,neither
air_203,no,Qwen-2.5-72B,both
air_205,no,Qwen-2.5-72B,fragile
air_212,no,Qwen-2.5-72B,neither
air_213,no,Qwen-2.5-72B,both
air_214,no,Qwen-2.5-72B,neither
air_228,no,Qwen-2.5-72B,neither
air_235,no,Qwen-2.5-72B,both
air_236,no,Qwen-2.5-72B,both
air_239,no,Qwen-2.5-72B,both
air_246,no,Qwen-2.5-72B,neither
air_248,no,Qwen-2.5-72B,neither
air_243,no,Qwen-2.5-72B,neither
air_251,no,Qwen-2.5-72B,both
air_250,no,Qwen-2.5-72B,neither
air_252,no,Qwen-2.5-72B,gained
air_256,no,Qwen-2.5-72B,neither
air_273,no,Qwen-2.5-72B,fragile
air_282,no,Qwen-2.5-72B,neither
air_284,no,Qwen-2.5-72B,both
air_285,no,Qwen-2.5-72B,gained
air_289,no,Qwen-2.5-72B,neither
air_292,no,Qwen-2.5-72B,neither
air_296,no,Qwen-2.5-72B,neither
air_300,no,Qwen-2.5-72B,both
air_301,no,Qwen-2.5-72B,both
air_305,no,Qwen-2.5-72B,neither
air_315,no,Qwen-2.5-72B,gained
air_314,no,Qwen-2.5-72B,neither
air_318,no,Qwen-2.5-72B,gained
air_320,no,Qwen-2.5-72B,neither
air_321,no,Qwen-2.5-72B,both
air_323,no,Qwen-2.5-72B,neither
air_326,no,Qwen-2.5-72B,both
air_328,no,Qwen-2.5-72B,neither
air_335,no,Qwen-2.5-72B,both
air_346,no,Qwen-2.5-72B,neither
air_355,no,Qwen-2.5-72B,both
air_368,no,Qwen-2.5-72B,both
air_371,no,Qwen-2.5-72B,both
air_363,no,Qwen-2.5-72B,gained
air_369,no,Qwen-2.5-72B,neither
air_382,no,Qwen-2.5-72B,both
air_405,no,Qwen-2.5-72B,gained
p_0,no,Qwen-2.5-72B,both
p_10,no,Qwen-2.5-72B,neither
p_11,no,Qwen-2.5-72B,both
2.4,no,Qwen-2.5-72B,neither
2.3,no,Qwen-2.5-72B,neither
2.7,no,Qwen-2.5-72B,neither
2.13,no,Qwen-2.5-72B,neither
2.15,no,Qwen-2.5-72B,neither
5.2,no,Qwen-2.5-72B,both
5.7,no,Qwen-2.5-72B,neither
6.1,no,Qwen-2.5-72B,both
6.2,no,Qwen-2.5-72B,both
p_2,no,Qwen-2.5-72B,both
7.1,no,Qwen-2.5-72B,both
5.10,no,Qwen-2.5-72B,neither
p_16,no,Qwen-2.5-72B,neither
p_23,no,Qwen-2.5-72B,both
p_35,no,Qwen-2.5-72B,neither
p_38,no,Qwen-2.5-72B,both
p_40,no,Qwen-2.5-72B,both
p_51,no,Qwen-2.5-72B,both
p_52,no,Qwen-2.5-72B,both
p_54,no,Qwen-2.5-72B,both
p_61,no,Qwen-2.5-72B,both
p_63,no,Qwen-2.5-72B,fragile
p_71,no,Qwen-2.5-72B,both
p_72,no,Qwen-2.5-72B,both
p_83,no,Qwen-2.5-72B,neither
p_84,no,Qwen-2.5-72B,both
p_85,no,Qwen-2.5-72B,both
p_95,no,Qwen-2.5-72B,both
p_99,no,Qwen-2.5-72B,neither
p_104,no,Qwen-2.5-72B,neither
p_107,no,Qwen-2.5-72B,neither
p_109,no,Qwen-2.5-72B,fragile
p_108,no,Qwen-2.5-72B,neither
p_111,no,Qwen-2.5-72B,both
p_112,no,Qwen-2.5-72B,both
p_123,no,Qwen-2.5-72B,both
p_127,no,Qwen-2.5-72B,both
3.2,no,Qwen-2.5-72B,both
6.9,yes,Qwen-2.5-72B,neither
air_174,no,Qwen-2.5-72B,both
turner_3,no,Qwen-2.5-72B,neither
turner_23,no,Qwen-2.5-72B,neither
snp_6,no,Qwen-2.5-72B,neither
holton_44,no,Qwen-2.5-72B,neither
snp_37,no,Qwen-2.5-72B,neither
snp_12,no,Qwen-2.5-72B,both
holton_22,no,Qwen-2.5-72B,neither
holton_52,no,Qwen-2.5-72B,fragile
holton_8,no,Qwen-2.5-72B,neither
holton_28,no,Qwen-2.5-72B,neither
holton_50,no,Qwen-2.5-72B,neither
snp_45,yes,Qwen-2.5-72B,neither
snp_19,no,Qwen-2.5-72B,neither
holton_58,no,Qwen-2.5-72B,neither
snp_50,yes,Qwen-2.5-72B,neither
holton_34,no,Qwen-2.5-72B,both
snp_7,no,Qwen-2.5-72B,fragile
holton_5,no,Qwen-2.5-72B,neither
snp_67,no,Qwen-2.5-72B,neither
snp_4,no,Qwen-2.5-72B,neither
jacob_2.1,no,Qwen-2.5-72B,both
holton_38,no,Qwen-2.5-72B,neither
snp_15,no,Qwen-2.5-72B,neither
holton_27,no,Qwen-2.5-72B,fragile
holton_60,no,Qwen-2.5-72B,neither
holton_62,no,Qwen-2.5-72B,neither
holton_16,no,Qwen-2.5-72B,neither
snp_72,no,Qwen-2.5-72B,both
snp_56,no,Qwen-2.5-72B,neither
holton_30,no,Qwen-2.5-72B,neither
snp_5,no,Qwen-2.5-72B,both
snp_99,no,Qwen-2.5-72B,neither
snp_85,no,Qwen-2.5-72B,neither
snp_43,no,Qwen-2.5-72B,neither
snp_68,no,Qwen-2.5-72B,fragile
holton_1,no,Qwen-2.5-72B,fragile
snp_49,no,Qwen-2.5-72B,neither
snp_8,no,Qwen-2.5-72B,gained
holton_11,no,Qwen-2.5-72B,neither
holton_19,no,Qwen-2.5-72B,neither
holton_33,yes,Qwen-2.5-72B,both
holton_51,no,Qwen-2.5-72B,neither
jacob_13.4,no,Qwen-2.5-72B,neither
snp_22,no,Qwen-2.5-72B,neither
4.4,no,Qwen-2.5-72B,fragile
2.2,no,Qwen-2.5-72B,neither
4.8,no,Qwen-2.5-72B,gained
3.11,no,Qwen-2.5-72B,neither
5.11,no,Qwen-2.5-72B,neither
4.9,no,Qwen-2.5-72B,neither
8.7,no,Qwen-2.5-72B,fragile
3.8,no,Qwen-2.5-72B,neither
5.9,no,Qwen-2.5-72B,both
air_116,no,Qwen-2.5-72B,both
air_234,no,Qwen-2.5-72B,neither
jacob_12.1,no,Qwen-2.5-72B,neither
snp_94,no,Qwen-2.5-72B,neither
snp_30,no,Qwen-2.5-72B,neither
ry_1.3,no,Qwen-2.5-72B,neither
ry_1.6,no,Qwen-2.5-72B,neither
ry_3.5,no,Qwen-2.5-72B,neither
ry_12.5,no,Qwen-2.5-72B,neither
ry_13.7,no,Qwen-2.5-72B,neither
dn_12.1,no,Qwen-2.5-72B,gained
dn_6.27,no,Qwen-2.5-72B,neither
dn_9.27,no,Qwen-2.5-72B,neither
dn_4.15,no,Qwen-2.5-72B,neither
dn_10.44,no,Qwen-2.5-72B,neither
fp_2.4,no,Qwen-2.5-72B,neither
fp_2.1,no,Qwen-2.5-72B,both
fp_12.2,no,Qwen-2.5-72B,neither
fp_12.1,no,Qwen-2.5-72B,fragile
fp_2.5,no,Qwen-2.5-72B,both
ca_3.9,no,Qwen-2.5-72B,neither
ca_10.5,no,Qwen-2.5-72B,gained
ca_15.7,no,Qwen-2.5-72B,neither
air_121,no,Qwen-2.5-72B,both
